kode;skg;lo;hi;om;dev;roe;pery;epsy;pbvy;bvy;aksiy;vol;totshm;m;bl;mcap;cash;opcash;ph;ut;tcs;p
IOTF;274;54;304;0.0;0.0;0.0;0;0;9.3;29;none;31800470;5290299904;138;158;1449542156288;1809279616;-141194100736;65146556416;16567759872;0;88
KOCI;51;50;64;0.3;0.0;0.0;0;0;1.7;30;none;1286980;4415589888;53;52;225195081728;29925591040;9401606144;83695362048;761450880;6;7
PTPS;87;60;464;0.5;0.0;0.0;0;0;1.2;75;none;60152310;2167510016;145;82;188573368320;50282135552;18707634176;54767341568;777757184;23;6
BREN;6700;4110;12200;0.7;0.5;0.0;0;0;2233333.2;0;none;25742230;133786001408;7762;8434;896366184235008;226056992;223528000;588025024;2129459968;0;32
STRK;50;50;462;-0.9;0.0;0.0;0;0;3.7;13;none;29650;10721800192;50;50;536090017792;58186944512;-11481877504;30729945088;4608286208;5;0
KOKA;58;50;104;0.1;0.0;-0.0;0;0;1.0;60;none;2309360;2861329920;70;62;165957140480;4796214272;-73713909760;84872626176;1517198336;1;14
LOPI;18;16;76;-0.0;0.0;0.0;0;0;0.4;49;none;3314290;1100009984;46;29;19800178688;6284318208;-64123891712;95734767616;10666000384;5;3
UDNG;49;45;136;-2.4;0.0;0.0;0;0;1.5;31;none;340290;1750040064;68;51;85751963648;14560154624;-3917221632;5668362240;0;8;4
RGAS;99;50;150;0.1;0.0;0.1;0;0;1.7;58;none;10235370;1459219968;92;91;144462774272;23353649152;-32120813568;64391659520;0;16;49
MSTI;1590;1085;1925;0.1;0.6;0.0;0;0;2.6;619;strong_buy;1216020;3138820096;1471;1593;4990724210688;525964509184;363933925376;5378867200000;231613054976;167;60
IKPM;278;164;332;0.1;0.0;0.0;0;0;1.9;145;none;965930;1684659968;262;288;468335460352;27597162496;-18877863936;424359952384;150480093184;16;67
AYAM;116;74;182;0.0;0.0;0.0;0;0;2.3;50;none;117893280;4000000000;112;121;463999991808;3797339904;-4570185728;401423958016;23425636352;0;38
SURI;94;88;750;-0.1;0.0;0.0;0;0;1.3;69;none;155974580;6334369792;227;101;595430735872;483879456;-253740793856;110424965120;4658186240;0;0
ASLI;50;50;133;0.1;0.0;0.0;0;0;0.6;78;none;761430;6249999872;50;50;312499994624;6167130624;12168936448;226259501056;20068845568;1;0
CGAS;111;87;1030;0.0;0.0;0.1;0;0;0.8;140;none;1941340;1771469952;164;116;196633165824;95165014016;1437672320;457674752000;33047617536;53;2
NICE;428;358;1295;0.2;0.0;0.3;0;0;14.6;29;none;9492070;6082019840;627;431;2603104600064;37346758656;66117931008;801977008128;6391123968;6;7
MSJA;386;250;510;0.1;0.0;0.1;0;0;27571.4;0;none;7626480;5882350080;326;349;2270587256832;22763284;7103144;67604432;16326475;0;52
SMLE;136;50;316;0.0;0.0;0.0;0;0;0.5;274;none;19237510;2328140032;106;96;316627058688;67151265792;-3348235776;206725332992;25926234112;28;32
ACRO;76;68;191;0.3;0.0;0.0;0;0;1.4;54;none;1895150;3469159936;88;78;263656161280;54444376064;-5564502528;39161683968;33207719936;15;6
MANG;112;49;232;-0.3;0.0;-0.0;0;0;3.1;36;none;67708750;3812499968;121;84;427000004608;3845231872;-72994193408;35589042176;23289368576;1;34
GRPH;51;50;134;0.2;0.0;0.0;0;0;0.7;72;none;696530;1000000000;53;50;51000000512;1528940160;3250522624;28355497984;12624712704;1;1
SMGA;80;61;170;0.1;0.0;0.0;0;0;2.0;39;none;30722710;8750000128;87;84;699999977472;6245688832;-77936295936;381310238720;118821249024;0;17
UNTD;116;88;280;0.1;0.0;0.0;0;0;1.3;91;none;8718100;6666670080;135;124;773333712896;323315761152;-122992222208;554301325312;589025771520;48;14
TOSK;142;50;168;0.0;0.0;0.0;0;0;1.5;96;none;208993880;4375000064;75;87;621250019328;57613774848;-50694619136;2391789797376;19625107456;13;77
MPIX;65;50;416;0.0;0.0;0.0;0;0;0.8;85;none;2591320;1562499968;76;71;101562499072;6507515392;-62364008448;1032858173440;3344789760;4;4
ALII;388;268;895;0.4;0.0;0.0;0;0;3.7;105;none;3001520;15825800192;394;390;6140410724352;95743778816;-35306438656;911983706112;466741657600;6;19
MKAP;284;150;474;0.2;0.0;0.0;0;0;3.9;73;none;1730020;3249999872;327;351;922999980032;23887556608;-24335302656;252015083520;117780201472;6;41
MEJA;286;93;356;0.2;0.0;0.3;0;0;6.5;43;none;72983910;1917500032;184;216;548405018624;36834459648;-7539131904;45539143680;14793519104;19;73
LIVE;232;145;286;0.2;0.0;0.0;0;0;4.8;48;none;4863660;4593010176;207;212;1065578332160;3304440320;-130217197568;291146956800;124429762560;0;61
HYGN;141;106;226;0.1;0.0;0.0;0;0;2.4;59;none;2293300;2524999936;139;130;356024975360;44344283136;847044928;271980953600;23829041152;17;29
BAIK;61;50;346;0.0;0.0;0.0;0;0;0.5;112;none;1027970;1124999936;73;64;68624994304;21747580928;-33218977792;190023958528;1065702016;19;3
VISI;424;110;690;0.0;0.0;0.0;0;0;9.2;46;none;17524280;3075000064;343;276;1303800053760;5840626176;-93074792448;482870558720;70478372864;2;54
AREA;240;96;260;0.1;0.0;0.0;0;0;2.7;88;none;7439000;2539599872;181;223;609503936512;72346140672;26755264512;49138556928;51717378048;28;87
MHKI;122;92;585;0.3;0.0;0.1;0;0;1.2;102;none;20868530;3750000128;168;125;457500000256;120327348224;52086038528;160493780992;7003902976;51;6
ATLA;50;50;314;0.1;0.0;0.0;0;0;1.9;26;none;558480;6199499776;75;50;309974990848;105294938112;2906321152;53742387200;535049984;16;0
DATA;610;226;730;0.3;0.0;0.0;0;0;4.9;123;none;7007390;1375000064;463;618;838750044160;15455919104;34154625024;239648456704;12938969088;11;76
SOLA;51;28;274;-0.1;0.0;0.0;0;0;1.8;28;none;3898820;3281250048;57;50;167343751168;40436662272;-28113920000;97069113344;12416934912;12;9
BATR;79;71;148;0.1;0.0;0.0;0;0;1.7;46;none;1594130;3024999936;82;79;238974992384;23451338752;-16108848128;113020092416;42922430464;7;10
SPRE;183;127;392;0.1;0.0;0.0;0;0;1.3;142;none;9787350;800000000;255;225;146400002048;1934079744;-1175948800;50219999232;2365143296;14;21
PART;110;94;182;0.0;0.0;0.0;0;0;0.0;0;0;7568700;0;141;133;299199987712;0;0;0;0;0;-106
GOLF;224;200;302;0.2;0.0;0.0;0;0;0.5;432;none;22057890;19486799872;226;225;4365043105792;42938683392;120198356992;177625300992;35317616640;2;23
ISEA;78;73;496;0.1;0.0;0.0;0;0;0.6;136;none;4838990;1390000000;140;89;108419997696;565886784;-32337754112;185601671168;209279729664;0;1
BLES;256;200;318;0.2;0.0;0.0;0;0;2.1;121;none;17891680;8890210304;237;237;2275893837824;67109498880;234990551040;1422509867008;441927663616;7;47
GUNA;362;202;416;0.1;0.0;0.0;0;0;1.6;224;none;3600320;2500000000;320;324;904999993344;56917323776;63480315904;1394569117696;36557729792;28;74
LABS;150;109;228;0.1;0.0;0.0;0;0;9.9;15;none;1823010;3950000128;144;142;592500031488;2152004608;-14827694080;136699125760;52848451584;0;34
DOSS;172;142;290;0.1;0.0;0.3;0;0;2.4;72;none;8453060;1724999936;192;183;296699985920;6004136448;-5725533184;609569865728;5231375872;4;20
NEST;430;234;452;0.0;0.0;0.0;0;0;0.0;0;0;11758620;0;346;361;1768374927360;0;0;0;0;0;-107
PTMR;128;122;172;0.1;0.0;0.0;0;0;4.1;31;none;17866690;1907000064;129;129;244096008192;9122749440;3466673408;121647284224;31165689856;6;12
VERN;196;184;262;0.2;0.0;0.0;0;0;2.3;85;none;11733260;4765519872;197;197;934041878528;7521252352;10776583168;270886191104;16030999552;1;15
OASA;132;92;174;-0.0;0.0;0.0;0;0;1.3;105;none;2063440;6347219968;131;141;837833064448;11019679744;-363453513728;64429166592;21752487936;1;48
POWR;705;605;740;0.3;1.4;0.1;8.692972;81;15000.0;0;buy;2109800;15805800448;681;695;11143089225728;463512960;169072640;547348352;501144992;0;74
INCF;23;10;50;0.2;0.0;0.0;0;0;0.2;103;none;227490;1438370048;26;26;33082511360;11599604736;19227285504;197885673472;273353965568;8;32
WSBP;20;10;50;-0.2;0.0;0.0;0;0;0.0;-24;strong_buy;7896880;53061201920;26;20;1061224054784;63888478208;24954671104;1788051193856;2601358721024;1;25
PBSA;334;274;368;0.1;1.4;0.4;0;0;1.7;201;none;4312080;3000000000;293;295;1002000023552;228826480640;-26051612672;652964724736;2849737472;76;63
